age,experience_years,daily_work_hours,sleep_hours,caffeine_intake,bugs_per_day,commits_per_day,meetings_per_day,screen_time,exercise_hours,stress_level,burnout_level,work_sleep_ratio,active_hours,bug_commit_ratio,burnout_encoded
42,17,5.01,6.77,4,16,17,4,6.64,0.54,53.37,Medium,0.7293,5.55,0.9357,2
38,5,9.87,8.71,2,12,12,7,13.73,1.97,85.63,High,1.1203,11.84,0.9917,0
31,18,8.52,7.21,3,12,7,5,10.63,1.87,80.99,High,1.1655,10.39,1.6901,0
32,10,11.75,5.67,5,6,8,9,13.13,1.08,83.26,High,2.0364,12.83,0.7407,0
25,1,6.09,6.46,6,8,25,9,10.59,0.18,84.5,High,0.9284,6.27,0.3187,0
37,7,8.53,8.91,1,17,14,0,10.7,1.39,27.44,Low,0.9467,9.92,1.2057,1
38,10,5.56,6.46,3,0,7,3,7.94,1.69,7.52,Low,0.8476,7.25,0.0,1
41,4,13.58,8.69,4,19,24,8,15.88,0.89,90.72,High,1.5449,14.47,0.7884,0
24,17,11.79,6.75,1,12,0,4,13.59,1.02,70.07,High,1.7212,12.81,120.0,0
43,17,11.37,7.03,1,7,2,3,14.11,1.61,50.94,Medium,1.5947,12.98,3.3333,2
28,13,10.9,7.56,3,8,18,9,13.61,1.09,90.8,High,1.423,11.99,0.442,0
32,9,8.23,5.6,3,0,29,0,10.87,0.4,13.44,Low,1.4439,8.63,0.0,1
29,2,13.23,7.49,3,8,8,8,17.9,1.9,85.95,High,1.7431,15.13,0.9877,0
38,8,4.73,6.63,6,19,18,7,7.09,1.9,54.5,Medium,0.7028,6.63,1.0497,2
22,2,12.03,7.36,6,10,14,2,13.15,0.73,59.48,Medium,1.6126,12.76,0.7092,2
32,10,6.15,8.18,5,19,13,8,7.86,0.13,67.02,Medium,0.7428,6.28,1.4504,2
34,11,7.24,4.92,3,3,25,0,11.13,1.26,42.03,Medium,1.4422,8.5,0.1195,2
20,11,9.19,7.07,5,15,0,3,12.55,0.63,43.91,Medium,1.2817,9.82,150.0,2
26,2,11.83,4.26,0,13,2,4,16.64,0.13,83.98,High,2.7133,11.96,6.1905,0
31,6,12.39,4.51,7,19,1,3,16.17,1.78,100.0,High,2.6876,14.17,17.2727,0
36,13,9.84,7.37,2,17,24,3,11.62,2.0,47.05,Medium,1.3173,11.84,0.7054,2
40,10,8.03,4.35,7,8,29,8,9.51,0.7,78.58,High,1.8045,8.73,0.2749,0
43,6,13.47,6.98,5,0,0,4,16.55,1.49,46.75,Medium,1.9025,14.96,0.0,2
39,9,6.47,5.1,2,2,26,0,10.13,0.13,38.93,Medium,1.2442,6.6,0.0766,2
24,10,12.03,5.52,4,19,17,6,13.69,0.74,85.48,High,2.1406,12.77,1.1111,0
23,14,10.12,4.65,0,0,0,5,13.53,0.22,51.69,Medium,2.1305,10.34,0.0,2
31,18,7.77,5.24,1,2,8,8,12.23,0.11,43.02,Medium,1.4551,7.88,0.2469,2
39,15,4.01,8.11,4,13,6,3,7.92,1.18,21.31,Low,0.4884,5.19,2.1311,1
43,19,8.47,7.19,4,13,29,5,12.13,1.6,63.7,Medium,1.1619,10.07,0.4467,2
37,11,6.77,8.75,1,12,12,5,10.93,0.91,46.4,Medium,0.765,7.68,0.9917,2
36,17,5.04,4.24,6,0,16,9,6.46,1.05,43.94,Medium,1.1613,6.09,0.0,2
38,12,4.75,7.96,2,14,12,6,6.57,0.54,25.15,Low,0.5893,5.29,1.157,1
28,4,7.48,7.5,1,19,12,3,8.63,1.47,52.86,Medium,0.9842,8.95,1.5702,2
23,3,10.15,5.3,7,6,9,8,11.73,0.72,78.77,High,1.8796,10.87,0.6593,0
40,13,12.38,7.65,3,15,27,0,17.03,0.13,77.17,High,1.5974,12.51,0.5535,0
21,7,5.84,7.58,3,19,5,0,7.73,0.33,44.71,Medium,0.7604,6.17,3.7255,2
23,8,8.25,6.3,7,0,4,2,11.9,0.26,19.67,Low,1.2891,8.51,0.0,1
21,10,7.92,7.44,5,14,9,5,11.69,0.87,79.38,High,1.0504,8.79,1.5385,0
34,2,9.13,6.22,5,9,13,4,12.71,0.13,91.67,High,1.4446,9.26,0.687,0
21,4,12.1,5.68,6,14,10,0,15.32,1.61,75.09,High,2.0934,13.71,1.3861,0
23,17,9.54,6.33,2,18,4,4,12.48,1.82,68.31,Medium,1.4837,11.36,4.3902,2
25,0,12.47,8.48,3,5,3,5,15.15,0.5,60.81,Medium,1.4534,12.97,1.6129,2
26,7,9.19,5.92,0,5,2,3,13.86,0.97,48.11,Medium,1.5266,10.16,2.381,2
29,10,10.04,6.02,4,0,13,6,11.08,1.04,60.67,Medium,1.6405,11.08,0.0,2
38,16,8.37,7.04,2,15,12,2,9.58,1.97,49.31,Medium,1.1723,10.34,1.2397,2
38,16,12.23,7.76,2,17,23,4,12.01,0.13,85.95,High,1.556,12.36,0.7359,0
41,10,13.24,7.67,1,12,22,5,15.56,1.34,71.96,High,1.704,14.58,0.543,0
31,1,10.39,4.1,2,11,4,6,13.02,0.69,100.0,High,2.4738,11.08,2.6829,0
22,5,12.21,7.44,6,17,11,9,17.2,1.0,79.04,High,1.6194,13.21,1.5315,0
32,13,4.59,6.25,7,9,24,1,8.69,0.43,24.34,Low,0.7228,5.02,0.3734,1
37,2,13.06,6.62,4,13,27,4,17.57,0.32,75.41,High,1.9435,13.38,0.4797,0
32,11,5.89,6.81,0,19,22,6,12.01,0.49,76.94,High,0.8524,6.38,0.8597,0
40,3,6.57,7.66,1,10,9,6,8.53,0.14,39.48,Medium,0.8466,6.71,1.0989,2
34,11,4.53,8.16,4,17,14,2,8.6,0.56,15.37,Low,0.5484,5.09,1.2057,1
20,12,13.65,7.23,7,11,6,7,17.88,1.38,53.745000000000005,High,1.8622,15.03,1.8033,0
22,1,12.52,6.82,4,16,6,0,15.72,1.3,80.57,High,1.8092,13.82,2.623,0
27,1,13.13,5.87,5,2,3,3,17.71,1.11,60.12,Medium,2.1993,14.24,0.6452,2
23,14,12.47,4.69,2,0,11,2,17.34,0.0,52.76,Medium,2.6033,12.47,0.0,2
35,16,8.8,8.79,6,0,27,3,11.68,0.25,30.83,Low,0.9899,9.05,0.0,1
42,6,13.24,6.31,3,5,23,5,15.13,1.69,84.12,High,2.0655,14.93,0.2165,0
29,13,13.69,6.83,5,18,3,7,16.76,0.54,100.0,High,1.9755,14.23,5.8065,0
31,11,9.03,7.76,3,3,6,3,13.99,1.82,18.05,Low,1.1489,10.85,0.4918,1
33,16,5.76,4.34,4,12,19,7,7.93,1.75,58.84,Medium,1.2973,7.51,0.6283,2
33,13,10.59,8.28,0,11,12,0,14.06,0.31,55.98,Medium,1.2637,10.9,0.9091,2
21,5,13.75,7.99,3,7,7,7,17.53,1.8,71.14,High,1.6996,15.55,0.9859,0
42,18,12.72,7.87,6,19,13,9,14.58,1.26,97.1,High,1.596,13.98,1.4504,0
24,5,12.62,4.11,4,6,29,1,15.97,1.26,52.09,Medium,2.9976,13.88,0.2062,2
24,17,13.34,6.63,1,6,2,5,15.6,1.71,63.18,Medium,1.9822,15.05,2.8571,2
25,4,12.94,4.27,2,6,1,5,17.36,0.81,72.62,High,2.9611,13.75,5.4545,0
32,5,11.76,6.75,0,13,9,2,15.62,1.47,54.32,Medium,1.7168,13.23,1.4286,2
28,1,11.18,7.59,7,17,5,4,15.49,1.34,81.15,High,1.4538,12.52,3.3333,0
41,7,6.65,4.61,6,18,22,1,8.45,1.54,51.36,Medium,1.4119,8.19,0.8145,2
34,14,10.21,7.47,6,19,6,7,11.35,1.32,98.49,High,1.3487,11.53,3.1148,0
33,14,8.98,6.25,0,18,15,7,13.61,0.16,76.54,High,1.4142,9.14,1.1921,0
43,10,12.62,8.06,1,17,5,4,15.17,0.59,95.77,High,1.5466,13.21,3.3333,0
26,0,8.92,6.67,0,5,15,6,10.64,1.88,46.85,Medium,1.3176,10.8,0.3311,2
44,17,5.28,5.68,4,15,26,7,6.65,0.45,59.67,Medium,0.9135,5.73,0.5747,2
39,11,4.05,5.66,0,2,23,3,7.12,0.94,0.0,Low,0.7031,4.99,0.0866,1
21,11,10.78,8.49,0,1,11,1,12.38,0.71,28.02,Low,1.2549,11.49,0.0901,1
26,10,9.5,6.26,0,14,21,4,12.77,0.17,66.34,Medium,1.4937,9.67,0.6635,2
36,6,5.69,4.2,4,10,21,3,8.83,0.57,34.34,Low,1.3233,6.26,0.4739,1
44,1,8.67,5.82,5,18,2,3,13.28,0.93,70.29,High,1.4645,9.6,8.5714,0
44,10,5.0,8.25,2,17,27,3,6.62,1.75,32.59,Low,0.5988,6.75,0.6273,1
24,19,8.66,6.07,0,3,14,9,13.16,0.85,59.72,Medium,1.4036,9.51,0.2128,2
24,9,8.67,4.98,1,5,22,7,13.4,1.74,41.37,Medium,1.7067,10.41,0.2262,2
20,17,6.57,8.77,6,11,5,7,9.17,1.33,65.08,Medium,0.7407,7.9,2.1569,2
27,13,12.5,6.99,1,3,16,6,14.72,0.18,42.97,Medium,1.763,12.68,0.1863,2
31,17,7.56,7.77,4,11,1,0,9.68,0.96,24.63,Low,0.9606,8.52,10.0,1
43,7,6.3,7.57,2,9,1,7,10.74,1.65,12.04,Low,0.8214,7.95,8.1818,1
23,9,5.76,8.37,0,1,16,3,9.49,1.47,1.18,Low,0.68,7.23,0.0621,1
32,12,7.23,8.75,4,11,18,0,11.75,1.81,26.09,Low,0.8169,9.04,0.6077,1
42,7,4.68,4.16,3,12,14,0,6.15,0.46,51.99,Medium,1.0986,5.14,0.8511,2
34,3,4.33,8.88,2,15,3,2,7.23,1.95,18.52,Low,0.4822,6.28,4.8387,1
30,3,10.05,8.35,2,3,27,2,13.75,0.57,38.47,Medium,1.1893,10.62,0.1107,2
29,4,10.19,5.91,4,7,17,9,14.78,0.1,64.93,Medium,1.6955,10.29,0.4094,2
22,0,9.3,8.19,5,4,7,0,11.83,0.99,12.98,Low,1.1218,10.29,0.5634,1
41,16,11.62,7.68,6,13,8,7,13.87,0.22,53.745000000000005,High,1.4936,11.84,1.6049,0
33,1,4.39,7.97,1,14,23,3,9.04,1.36,31.68,Low,0.544,5.75,0.6061,1
35,7,13.36,5.1,5,10,22,3,14.55,1.8,78.79,High,2.5692,15.16,0.4525,0
29,6,4.95,7.24,2,9,25,5,7.87,1.84,14.83,Low,0.6744,6.79,0.3586,1
29,14,10.74,4.13,1,9,17,8,13.57,1.21,99.44,High,2.539,11.95,0.5263,0
31,4,5.33,8.24,2,5,21,8,6.91,1.07,34.63,Low,0.6391,6.4,0.237,1
28,1,12.8,8.76,7,15,10,7,15.38,1.99,77.1,High,1.4447,14.79,1.4851,0
20,6,9.11,7.31,6,3,15,0,13.0,1.16,29.04,Low,1.2294,10.27,0.1987,1
24,10,4.82,6.56,2,8,15,9,7.29,1.85,21.02,Low,0.7237,6.67,0.5298,1
39,6,10.17,7.63,2,9,3,9,12.41,1.83,61.4,Medium,1.3157,12.0,2.9032,2
27,6,4.09,5.63,3,4,20,1,12.01,0.58,7.39,Low,0.7138,4.67,0.199,1
30,13,11.76,7.13,1,9,8,2,16.71,0.03,80.0,High,1.6266,11.79,1.1111,0
31,17,10.51,7.59,3,15,12,4,14.63,1.02,73.41,High,1.3667,11.53,1.2397,0
20,5,8.98,4.71,1,10,24,4,10.52,1.72,11.92,Low,1.8669,10.7,0.4149,1
44,3,7.75,4.7,6,5,19,9,12.51,1.67,79.01,High,1.6146,9.42,0.2618,0
41,9,4.08,7.58,6,6,7,7,8.29,1.21,33.07,Low,0.5312,5.29,0.8451,1
39,17,10.94,6.16,7,9,10,1,15.86,0.31,82.91,High,1.7476,11.25,0.8911,0
44,11,7.23,8.45,3,12,20,1,11.22,0.22,37.03,Medium,0.8456,7.45,0.597,2
30,15,9.72,5.56,3,9,8,7,13.37,1.91,77.33,High,1.7173,11.63,1.1111,0
24,6,13.57,4.21,3,8,17,0,17.34,0.84,60.46,Medium,3.1485,14.41,0.4678,2
34,5,6.99,7.25,6,7,19,8,11.59,1.3,55.98,Medium,0.951,8.29,0.3665,2
24,4,13.9,7.42,6,15,2,1,17.63,1.81,86.66,High,1.8484,15.71,7.1429,0
24,11,6.42,7.42,3,4,29,2,8.28,1.13,8.57,Low,0.8537,7.55,0.1375,1
36,14,8.37,6.62,7,12,17,5,13.02,1.02,53.745000000000005,Medium,1.2455,9.39,0.7018,2
36,9,11.4,7.46,5,17,18,7,14.19,1.47,100.0,High,1.5079,12.87,0.9392,0
43,19,8.46,4.22,5,15,8,7,10.1,0.7,94.13,High,1.9583,9.16,1.8519,0
31,18,4.69,5.84,2,13,23,5,8.89,1.25,35.25,Medium,0.7896,5.94,0.5628,2
43,15,5.69,5.05,0,10,17,8,8.12,0.05,62.76,Medium,1.1049,5.74,0.5848,2
34,10,11.91,4.5,3,17,21,6,13.65,1.65,77.62,High,2.5891,13.56,0.8057,0
34,7,10.48,5.17,0,7,15,1,12.51,2.0,41.77,Medium,1.9886,12.48,0.4636,2
31,6,5.68,8.87,2,18,18,7,7.04,0.72,44.91,Medium,0.6332,6.4,0.9945,2
39,6,12.38,5.43,0,19,27,0,15.75,1.06,72.8,High,2.2387,13.44,0.7011,0
37,13,13.61,5.15,7,1,28,7,18.07,0.47,87.13,High,2.5924,14.08,0.0356,0
33,1,4.41,8.17,6,8,21,8,7.2,0.61,49.86,Medium,0.5333,5.02,0.3791,2
21,9,4.78,6.1,0,8,29,0,8.28,0.91,0.0,Low,0.771,5.69,0.2749,1
28,18,12.85,6.11,6,13,14,6,17.09,1.49,86.65,High,2.0692,14.34,0.922,0
24,8,12.16,6.22,6,14,20,4,14.59,0.04,78.53,High,1.9241,12.2,0.6965,0
39,15,10.18,6.08,5,10,25,7,13.8,0.79,79.1,High,1.6472,10.97,0.3984,0
20,18,13.45,5.63,6,12,3,3,15.85,1.11,81.11,High,2.3473,14.56,3.871,0
22,8,6.16,8.41,1,5,6,6,8.03,0.16,12.93,Low,0.7239,6.32,0.8197,1
25,15,11.29,4.81,7,4,10,6,16.2,1.08,67.07,Medium,2.2994,12.37,0.396,2
24,12,10.46,4.91,3,0,25,7,11.76,1.28,73.3,High,2.0878,11.74,0.0,0
40,9,13.86,6.86,7,17,6,8,16.88,1.28,100.0,High,1.9914,15.14,2.7869,0
24,19,6.14,5.72,7,7,19,5,8.29,0.71,58.09,Medium,1.055,6.85,0.3665,2
20,13,9.98,6.11,3,16,2,2,13.38,0.47,56.54,Medium,1.6071,10.45,7.619,2
36,11,11.8,8.03,0,9,14,4,14.51,0.44,41.81,Medium,1.4514,12.24,0.6383,2
38,18,7.39,8.52,2,10,1,2,9.62,0.08,46.52,Medium,0.8573,7.47,9.0909,2
33,6,7.8,7.95,1,2,19,9,9.8,0.37,46.41,Medium,0.9689,8.17,0.1047,2
31,14,12.88,5.17,2,7,14,8,14.61,1.64,73.34,High,2.444,14.52,0.4965,0
29,15,8.04,8.9,2,7,19,4,12.17,0.01,50.89,Medium,0.8933,8.05,0.3665,2
39,7,10.25,5.82,0,2,11,6,12.14,0.09,43.31,Medium,1.7314,10.34,0.1802,2
40,9,12.89,4.85,4,9,20,9,16.98,0.25,88.24,High,2.604,13.14,0.4478,0
37,3,6.1,6.5,0,18,16,6,9.04,0.84,54.45,Medium,0.9242,6.94,1.118,2
43,18,13.82,7.63,5,13,17,6,15.11,0.67,86.52,High,1.7878,14.49,0.7602,0
30,18,11.02,4.42,4,17,7,9,12.68,0.36,93.02,High,2.4381,11.38,2.3944,0
21,14,8.96,7.17,6,2,23,3,13.53,0.22,38.85,Medium,1.2325,9.18,0.0866,2
44,13,8.31,8.29,1,19,7,3,11.72,1.88,50.51,Medium,0.9905,10.19,2.6761,2
37,0,13.54,5.31,4,13,4,2,15.28,1.82,85.66,High,2.5028,15.36,3.1707,0
44,15,6.06,7.47,0,10,23,5,9.88,1.54,48.3,Medium,0.8005,7.6,0.4329,2
26,9,7.12,6.0,0,9,8,8,11.41,0.5,63.35,Medium,1.1672,7.62,1.1111,2
43,18,7.08,6.07,2,13,29,4,9.4,0.65,39.28,Medium,1.1475,7.73,0.4467,2
34,2,6.89,5.4,0,0,19,5,10.12,1.33,48.43,Medium,1.2527,8.22,0.0,2
30,4,8.69,7.12,6,15,19,3,10.86,0.58,63.58,Medium,1.2036,9.27,0.7853,2
37,8,13.89,5.8,5,5,22,0,15.21,1.02,64.27,Medium,2.3542,14.91,0.2262,2
32,17,12.89,8.15,0,17,4,6,15.49,1.3,70.56,High,1.5624,14.19,4.1463,0
31,10,7.28,8.81,3,15,26,5,11.29,1.04,49.87,Medium,0.8171,8.32,0.5747,2
25,15,8.98,8.68,3,18,9,5,11.06,0.83,59.03,Medium,1.0228,9.81,1.978,2
39,1,10.69,4.82,2,15,0,3,13.31,0.7,80.48,High,2.1728,11.39,150.0,0
42,11,4.17,4.07,4,4,23,9,6.63,1.56,48.85,Medium,1.0,5.73,0.1732,2
32,5,12.2,6.19,4,11,3,7,15.04,1.48,76.05,High,1.9396,13.68,3.5484,0
39,10,12.8,7.64,3,5,23,7,15.07,1.39,75.41,High,1.6537,14.19,0.2165,0
35,7,12.57,8.89,5,1,15,0,16.02,0.75,30.09,Low,1.3982,13.32,0.0662,1
37,11,7.75,7.92,1,15,17,8,9.0,1.55,66.48,Medium,0.9663,9.3,0.8772,2
29,1,8.62,6.9,6,10,27,7,12.85,1.92,52.32,Medium,1.2314,10.54,0.369,2
42,8,4.12,4.13,7,11,11,1,5.81,1.38,24.85,Low,0.974,5.5,0.991,1
27,14,7.99,8.13,6,10,19,8,11.52,0.82,56.35,Medium,0.9708,8.81,0.5236,2
37,1,8.6,4.89,6,19,14,3,11.4,1.59,72.02,High,1.7234,10.19,1.3475,0
40,10,13.07,4.28,5,18,17,9,17.16,1.22,100.0,High,2.984,14.29,1.0526,0
20,9,12.94,8.25,3,7,4,5,17.24,1.76,54.11,Medium,1.5497,14.7,1.7073,2
42,1,13.66,6.83,6,17,25,1,15.48,1.43,77.41,High,1.9711,15.09,0.6773,0
27,11,12.85,4.64,4,4,25,9,16.56,1.54,83.02,High,2.711,14.39,0.1594,0
25,7,4.08,5.93,1,11,13,3,5.84,1.33,28.5,Low,0.6766,5.41,0.8397,1
24,10,8.98,4.43,4,9,23,1,11.91,0.18,61.61,Medium,1.9823,9.16,0.3896,2
34,0,4.68,7.19,3,14,26,8,9.4,0.97,38.45,Medium,0.642,5.65,0.5364,2
41,14,6.73,5.41,7,4,6,8,8.39,0.11,53.82,Medium,1.2214,6.84,0.6557,2
34,5,9.78,8.33,0,16,10,4,11.69,0.9,64.99,Medium,1.1601,10.68,1.5842,2
21,11,11.01,5.79,6,3,14,2,12.53,1.43,42.11,Medium,1.8693,12.44,0.2128,2
20,7,10.55,6.47,1,11,20,2,13.43,0.84,43.06,Medium,1.6058,11.39,0.5473,2
42,12,4.49,4.32,4,17,10,0,9.17,0.0,25.79,Low,1.0158,4.49,1.6832,1
42,18,5.04,5.38,1,7,6,7,7.1,0.74,30.14,Low,0.9197,5.78,1.1475,1
30,0,5.29,7.38,4,19,20,2,8.46,0.14,56.48,Medium,0.7072,5.43,0.9453,2
29,10,4.91,7.68,5,16,22,3,7.56,1.56,29.72,Low,0.6311,6.47,0.724,1
37,19,5.78,5.21,2,7,19,1,8.12,1.57,20.85,Low,1.0885,7.35,0.3665,1
37,0,10.88,6.52,6,12,19,7,14.17,1.61,72.37,High,1.6435,12.49,0.6283,0
36,7,12.31,8.09,0,2,25,2,15.55,0.06,33.39,Low,1.5031,12.37,0.0797,1
27,4,8.09,5.9,6,2,3,1,10.53,0.06,48.68,Medium,1.3483,8.15,0.6452,2
34,16,10.93,4.67,3,9,26,0,15.33,1.81,43.43,Medium,2.2914,12.74,0.3448,2
27,7,6.0,6.16,7,17,23,9,7.21,0.25,66.56,Medium,0.9585,6.25,0.7359,2
36,9,13.73,7.0,5,6,0,1,15.07,1.34,43.68,Medium,1.9338,15.07,60.0,2
31,1,7.5,4.04,1,1,25,1,12.46,1.59,9.81,Low,1.8116,9.09,0.0398,1
27,8,12.46,5.74,7,6,20,3,16.45,0.9,58.11,Medium,2.1336,13.36,0.2985,2
44,2,13.45,7.04,6,1,27,0,17.67,1.09,56.25,Medium,1.8838,14.54,0.0369,2
33,17,12.65,8.76,4,6,25,0,16.06,0.45,43.88,Medium,1.4278,13.1,0.239,2
23,6,4.67,6.04,1,13,1,5,7.35,1.02,33.6,Low,0.7606,5.69,11.8182,1
20,14,10.5,4.81,5,14,25,4,14.02,0.6,77.75,High,2.1385,11.1,0.5578,0
20,19,5.2,6.67,3,15,3,0,6.57,0.44,31.1,Low,0.7681,5.64,4.8387,1
38,17,4.06,5.43,7,7,14,5,8.09,1.05,45.75,Medium,0.7342,5.11,0.4965,2
35,2,4.52,5.07,0,15,23,7,7.68,0.38,61.58,Medium,0.8743,4.9,0.6494,2
33,13,13.16,6.95,1,6,1,4,17.99,1.37,75.04,High,1.8667,14.53,5.4545,0
40,1,13.08,8.58,6,10,1,2,16.63,1.03,55.15,Medium,1.5069,14.11,9.0909,2
35,13,6.26,8.18,4,3,17,2,7.87,0.3,17.17,Low,0.756,6.56,0.1754,1
24,10,9.47,4.91,7,17,29,1,12.38,0.13,80.01,High,1.8902,9.6,0.5842,0
28,15,13.55,7.83,4,12,23,8,14.78,0.27,100.0,High,1.7087,13.82,0.5195,0
21,7,8.97,5.15,7,16,27,8,12.95,0.27,85.95,High,1.7086,9.24,0.5904,0
37,6,7.94,5.45,4,11,14,6,10.95,0.63,72.21,High,1.4306,8.57,0.7801,0
25,10,8.83,8.6,2,17,2,0,11.31,1.67,33.3,Low,1.0149,10.5,8.0952,1
28,2,11.9,6.46,4,9,20,0,16.77,0.11,60.45,Medium,1.814,12.01,0.4478,2
20,16,8.77,4.84,2,6,17,3,13.53,0.26,49.12,Medium,1.7753,9.03,0.3509,2
28,13,11.83,4.32,0,11,21,1,12.01,0.61,53.39,Medium,2.6765,12.44,0.5213,2
44,5,8.32,5.47,3,9,9,2,10.2,1.11,46.99,Medium,1.4937,9.43,0.989,2
35,7,6.52,6.91,2,12,5,1,10.43,1.53,34.45,Low,0.9301,8.05,2.3529,1
32,4,7.26,8.38,1,0,1,0,12.04,1.84,0.0,Low,0.8561,9.1,0.0,1
28,7,8.98,4.59,5,6,19,2,8.06,0.82,38.54,Medium,1.9147,9.8,0.3141,2
40,1,8.97,6.07,6,15,10,6,10.83,0.21,64.86,Medium,1.4538,9.18,1.4851,2
32,14,5.48,5.36,1,15,17,9,9.75,0.43,60.63,Medium,1.0037,5.91,0.8772,2
28,11,12.12,4.07,6,15,13,8,16.64,0.57,100.0,High,2.9065,12.69,1.145,0
30,16,8.21,7.94,3,15,25,9,12.02,1.57,37.16,Medium,1.0211,9.78,0.5976,2
23,0,11.65,8.07,7,13,19,8,13.82,1.37,76.97,High,1.4259,13.02,0.6806,0
21,14,13.54,5.11,4,10,12,7,15.3,0.42,98.34,High,2.5988,13.96,0.8264,0
32,13,12.49,4.76,5,18,28,5,12.01,1.68,100.0,High,2.57,14.17,0.6406,0
33,19,13.51,4.72,1,10,26,0,16.44,1.72,70.3,High,2.8029,15.23,0.3831,0
23,15,9.68,6.32,5,1,6,7,13.36,1.76,56.37,Medium,1.5078,11.44,0.1639,2
25,8,5.65,5.23,2,6,20,7,7.1,0.55,20.0,Low,1.06,6.2,0.2985,1
38,0,13.35,6.56,3,8,25,8,14.89,0.27,82.15,High,2.0045,13.62,0.3187,0
25,16,12.69,5.92,1,8,19,9,15.14,0.21,100.0,High,2.108,12.9,0.4188,0
21,12,12.64,5.05,4,13,9,5,14.68,0.8,97.98,High,2.4544,13.44,1.4286,0
37,4,10.93,7.76,5,9,25,2,14.41,0.86,48.19,Medium,1.3906,11.79,0.3586,2
32,9,10.25,4.75,4,15,18,5,12.72,1.74,77.69,High,2.1134,11.99,0.8287,0
28,5,4.15,7.99,5,17,28,7,7.89,0.54,60.89,Medium,0.513,4.69,0.605,2
42,18,11.48,6.81,1,0,28,5,15.56,1.25,53.45,Medium,1.6614,12.73,0.0,2
38,12,4.92,8.16,3,1,12,7,6.67,1.58,11.8,Low,0.5956,6.5,0.0826,1
32,0,6.6,4.02,0,19,21,2,11.28,0.54,55.77,Medium,1.6019,7.14,0.9005,2
30,19,9.51,7.75,1,3,1,7,13.66,0.53,47.32,Medium,1.2115,10.04,2.7273,2
20,14,8.52,4.26,4,1,19,4,12.03,1.34,50.61,Medium,1.9541,9.86,0.0524,2
43,13,4.16,8.75,0,3,11,6,8.8,1.45,0.0,Low,0.4701,5.61,0.2703,1
41,7,12.24,7.51,7,5,7,3,14.3,1.92,36.06,Medium,1.6084,14.16,0.7042,2
26,9,12.79,5.6,3,3,17,2,15.48,1.7,50.25,Medium,2.2439,14.49,0.1754,2
40,16,9.41,8.31,3,4,1,8,12.23,1.38,64.24,Medium,1.1189,10.79,3.6364,2
34,8,13.61,8.51,5,10,15,3,16.64,0.24,62.28,Medium,1.5807,13.85,0.6623,2
20,2,5.2,8.46,1,12,7,8,8.66,1.62,32.88,Low,0.6075,6.82,1.6901,1
31,10,11.38,8.04,3,2,15,2,12.64,1.87,24.29,Low,1.398,13.25,0.1325,1
26,11,5.28,8.1,4,18,7,5,6.41,0.78,43.92,Medium,0.6439,6.06,2.5352,2
34,9,7.82,6.86,1,19,22,4,10.5,0.63,68.85,Medium,1.1236,8.45,0.8597,2
40,16,9.85,4.14,6,10,29,8,11.61,1.04,94.02,High,2.3231,10.89,0.3436,0
38,16,11.37,4.43,4,10,12,5,15.41,1.91,79.14,High,2.5099,13.28,0.8264,0
44,10,4.04,7.25,4,1,25,1,7.71,0.1,13.38,Low,0.5497,4.14,0.0398,1
20,3,6.61,6.01,6,14,5,3,8.91,1.42,45.65,Medium,1.0818,8.03,2.7451,2
36,6,9.38,6.84,6,7,0,4,10.56,1.63,38.43,Medium,1.3516,11.01,70.0,2
36,13,9.33,5.16,0,1,1,8,11.06,1.58,53.745000000000005,Medium,1.7738,10.91,0.9091,2
22,6,10.38,7.25,2,7,6,0,14.15,1.13,39.56,Medium,1.4122,11.51,1.1475,2
25,0,9.41,6.3,3,14,26,9,11.72,0.27,69.15,Medium,1.4703,9.68,0.5364,2
30,3,5.9,6.39,4,15,3,0,10.11,0.49,27.94,Low,0.9091,6.39,4.8387,1
22,11,5.87,4.89,7,12,8,0,10.34,0.61,42.01,Medium,1.1764,6.48,1.4815,2
27,2,9.77,8.38,5,16,18,3,10.96,0.02,58.5,Medium,1.1521,9.79,0.884,2
33,19,5.2,8.33,3,13,2,1,8.06,0.32,36.07,Medium,0.6168,5.52,6.1905,2
29,5,5.23,5.31,6,0,22,0,10.09,1.45,34.19,Low,0.9667,6.68,0.0,1
21,10,9.65,4.86,7,0,1,3,12.8,0.83,67.41,Medium,1.9456,10.48,0.0,2
33,3,6.7,4.09,0,2,15,7,8.64,1.41,42.99,Medium,1.599,8.11,0.1325,2
28,19,7.92,4.47,3,14,9,5,12.82,0.59,63.17,Medium,1.733,8.51,1.5385,2
22,15,8.01,4.74,3,4,27,4,9.98,0.26,52.86,Medium,1.655,8.27,0.1476,2
40,6,5.79,4.39,4,4,11,0,10.32,0.26,6.54,Low,1.2895,6.05,0.3604,1
27,10,4.01,8.48,0,3,17,2,5.7,0.41,2.69,Low,0.4674,4.42,0.1754,1
35,0,12.53,8.56,6,13,1,6,16.23,0.23,86.92,High,1.4469,12.76,11.8182,0
21,6,11.15,8.69,5,19,13,9,13.8,0.44,94.56,High,1.2685,11.59,1.4504,0
25,10,10.91,8.8,3,6,11,2,15.8,1.16,29.73,Low,1.2258,12.07,0.5405,1
40,6,9.47,6.46,5,14,19,4,11.21,0.51,76.9,High,1.4436,9.98,0.733,0
